temps1,data1,temps2,data2
23.9477893,736.9021655,23.94778929,721.6320312
23.5736934,736.8731813,23.57369344,733.9003372
30.4377632,414.0214612,30.43776318,744.8784294
24.0874033,541.35156,24.0874033,746.2042912
24.4447929,635.8745187,24.44479293,750.2829673
30.1721824,411.3609717,30.17218242,747.2020358
25.9198834,535.5847212,25.91988335,603.5610705
28.9587115,486.8748939,28.95871155,661.4220696
21.6123748,557.5514269,21.6123748,672.0081735
27.394012,597.6879098,27.39401203,710.7033637
22.0901656,636.8903704,22.09016555,727.439769
20.1533717,611.2413152,20.15337168,717.0802428
23.3147643,667.2598983,23.31476427,722.668504
26.5865035,688.532157,26.58650354,722.8404926
29.4452,514.3454294,29.44520002,586.668196
23.8732274,613.754166,23.87322743,580.0279836
28.1768573,586.736768,28.17685733,570.3419586
25.9053165,657.991654,25.90531646,635.0265878
25.3872973,704.2777385,25.38729727,677.7416564
29.1855997,547.2683296,29.18559966,714.1644555
25.5904293,637.3457224,25.59042931,718.7919338
25.2415733,693.8250614,25.2415733,674.2252584
27.2272138,679.1577918,27.22721377,711.0115511
28.4777631,597.833044,28.47776312,685.8318439
26.1043194,661.2667509,26.10431941,696.9272731
24.3246288,706.1009249,24.32462881,718.0148925
24.2533518,728.9394749,24.25335176,733.0699518
27.0590985,703.0981305,27.05909854,711.7942157
22.8578447,708.7044405,22.8578447,727.262713
23.7674162,725.5717743,23.76741623,730.8865343
22.9952425,722.2279391,22.99524253,688.6318643
23.2980991,725.7172595,23.29809914,719.4989423
25.9784146,731.8984553,25.97841456,737.5210236
25.2554162,742.953784,25.25541617,691.2785013
23.7215132,741.6954468,23.72151321,707.6903838
26.0968514,737.3960204,26.09685143,716.0775474
25.5130598,743.710432,25.51305975,640.914383
27.5594716,686.8166815,27.55947161,579.7541686
22.8764687,700.8525001,22.87646866,546.0908893
25.4291152,726.3957915,25.42911521,603.7421263
25.9710744,732.3546121,25.97107442,636.2559557
29.5775479,517.5743435,29.57754787,645.3989441
22.2311232,590.7096362,22.23112323,696.8173428
24.9448505,667.6970565,24.94485048,658.9549027
28.9782382,550.8561337,28.97823818,684.807961
26.5702486,622.3224474,26.57024855,719.1565441
20.6775863,617.1159982,20.67758625,720.2199021
26.3015718,668.4026253,26.30157177,723.9337738
24.4518263,710.6350069,24.45182628,705.0247373
23.1016507,716.7982471,23.10165073,705.1851887
22.1261133,700.2851764,22.12611333,716.3791867
23.1624244,712.6706679,23.16242443,680.5578718
25.7752974,728.615596,25.77529741,717.2008344
25.6967045,737.4715683,25.69670453,725.1250577
27.517254,686.1734066,27.51725399,719.6652325
29.7214366,483.4258505,29.72143655,707.3873799
25.6328248,593.6943111,25.63282478,721.903974
26.7186287,644.02685,26.71862873,679.1159887
27.5915349,636.6896458,27.59153491,716.5842193
27.5701206,633.9296652,27.57012055,732.767052
19.2334496,585.5853292,19.23344957,731.2953365
26.0596313,654.7991641,26.05963128,534.2968235
21.1727046,646.6154002,21.17270461,631.9732733
27.1328311,658.9560195,27.13283109,691.6914947
19.2941495,599.5760381,19.29414948,670.0676722
23.478192,662.8148793,23.47819202,685.2478941
23.4134965,697.2252168,23.41349646,698.0544534
26.6028141,703.3985628,26.60281414,617.658513
27.2657075,682.1541289,27.26570748,506.6145563
24.5499392,718.3147755,24.54993916,583.5994389
22.3868924,706.7359552,22.38689241,620.5408478
23.9403687,726.5097643,23.94036872,555.8781784
29.1637802,558.6384287,29.16378019,504.0772017
28.033422,565.3528935,28.03342203,432.0811872
24.7238073,652.0726503,24.72380727,521.044991
22.5449834,676.3868453,22.54498336,602.5441312
26.7019009,689.8330283,26.70190086,630.2039717
28.7559653,580.3028712,28.7559653,508.1810093
20.8362198,597.8712066,20.83621981,230.5533375
27.9957098,589.5993834,27.99570983,310.2487046
21.88939,627.8762658,21.88939002,433.7802253
26.7354204,662.9167077,26.73542044,560.0705791
26.4658834,689.534638,26.4658834,637.9868631
24.1019574,719.3047442,24.10195745,645.8343014
25.485029,735.1549457,25.48502895,453.0396169
24.8413678,745.5571676,24.84136783,308.6963025
32.293192,164.3235047,32.29319197,392.735806
26.8118037,266.4434137,26.81180366,526.5885907
25.310856,404.6536484,25.31085599,625.9935029
26.7947105,512.7886735,26.7947105,672.1447682
27.2367961,576.2331586,27.23679607,708.8660477
30.389901,362.0662283,30.38990096,670.0797677
24.7445838,499.9153057,24.74458383,639.7657894
21.3465168,560.4931814,21.34651685,692.4552933
29.1209109,486.324075,29.12091094,715.2005338
22.0659215,566.5038377,22.06592151,615.4486751
25.8328526,646.6781943,25.83285257,606.9317441
24.3388284,698.25707,24.33882841,627.1400463
25.7323542,721.9440556,25.73235419,684.6518382
21.1544643,679.1347531,21.15446429,699.9856834
24.0068842,713.0426428,24.00688416,727.4135688
28.7735605,589.047954,28.77356047,730.4901161
22.3100867,636.4752495,22.31008671,699.4467278
23.3971859,682.6980412,23.39718586,692.876059
23.1278085,703.15769,23.12780847,668.8164507
22.8484958,708.5597607,22.8484958,660.0948165
24.9172688,732.4407518,24.91726879,700.6816612
22.2652408,710.8437342,22.26524082,656.0106069
25.6611716,729.1485893,25.66117159,703.3948049
27.9098344,660.1424877,27.90983445,712.9036475
23.644201,698.9429733,23.64420101,733.3008904
17.9164694,581.7428393,17.91646942,649.8903119
28.4322332,552.2865371,28.43223323,659.5514228
26.8462021,615.1820098,26.84620209,447.0512183
29.6053284,466.0605231,29.60532844,284.9299537
23.3808187,574.1416934,23.38081867,420.5017369
23.4862193,647.7037246,23.48621934,545.0049069
27.5277525,641.8199117,27.52775252,558.148114
27.4447658,642.7694155,27.44476576,612.8189572
25.7038249,692.9407579,25.70382491,495.680968
25.4710326,722.0159625,25.47103261,569.8455017
27.160878,695.6394493,27.16087804,593.1007804
20.7923141,657.240784,20.79231413,447.1302434
22.9042235,685.9530759,22.90422351,327.9170944
26.0299946,711.0921359,26.02999462,115.6659491
26.8289671,703.0692413,26.8289671,9.53190516
28.3294996,619.9607709,28.32949962,8.170452766
26.1267726,673.6265337,26.12677257,15.09231612
27.4756215,657.6416945,27.47562146,22.40097008
28.3583749,596.4391543,28.35837486,46.11910239
21.0797539,612.9487289,21.0797539,80.38980207
24.2103466,678.3706856,24.21034659,140.6400673
29.6623437,486.8473586,29.6623437,236.8018993
25.7609625,594.7508836,25.7609625,364.6854228
22.9500137,651.8463601,22.95001374,456.844973
22.0414473,665.639684,22.04144726,563.5732891
30.255348,412.5964528,30.25534803,413.8743691
24.2318727,541.1633576,24.23187266,352.2725785
24.4307153,635.6853432,24.43071529,414.6756846
22.8202985,672.7777414,22.82029853,501.3657846
27.324296,664.3426822,27.32429597,397.0237314
21.6416251,662.9531723,21.64162514,452.7922395
23.5022354,698.5586231,23.50223545,574.5968641
28.0207882,639.015242,28.02078816,538.3124177
19.6563822,599.2747485,19.65638218,634.8933184
27.170277,631.4629218,27.17027704,693.3683645
24.514971,690.6967907,24.51497105,676.817646
22.7245996,699.9601023,22.72459962,659.2406217
25.0827312,727.8030099,25.08273121,557.094244
23.3313678,728.9442102,23.33136775,521.4315212
23.057668,724.9592042,23.05766795,603.8503857
26.2554916,726.0329907,26.25549156,542.1018272
25.3316773,739.640899,25.33167732,471.04508
29.0998467,570.2544016,29.09984673,392.3602317
23.9329404,650.4802281,23.93294042,384.3414311
24.7930079,701.970596,24.79300788,388.1211723
23.6907129,721.256932,23.69071289,293.2781231
20.3946716,658.7167868,20.39467156,279.1877
